id,jenis_kelamin,divisi,umur,tanggal,lokasi_dominan
16,Perempuan,Software Engineer,33,2019-06-10,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-06-11,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-06-12,Kabupaten Bekasi
16,Perempuan,Software Engineer,33,2019-06-13,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-06-14,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-06-15,Kota Bekasi
17,Laki-laki,Software Engineer,23,2019-05-21,Kota Tangerang
17,Laki-laki,Software Engineer,23,2019-05-22,Jakarta Pusat
17,Laki-laki,Software Engineer,23,2019-05-23,Kota Yogyakarta
17,Laki-laki,Software Engineer,23,2019-05-24,Kota Depok
17,Laki-laki,Software Engineer,23,2019-05-25,Jakarta Pusat
17,Laki-laki,Software Engineer,23,2019-05-26,Jakarta Pusat
17,Laki-laki,Software Engineer,23,2019-05-27,Kota Depok
17,Laki-laki,Software Engineer,23,2019-05-28,Kabupaten Bekasi
17,Laki-laki,Software Engineer,23,2019-05-29,Kota Medan
17,Laki-laki,Software Engineer,23,2019-05-30,Kota Medan
17,Laki-laki,Software Engineer,23,2019-05-31,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-01,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-02,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-03,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-04,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-05,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-06,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-07,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-08,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-09,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-10,Kota Medan
17,Laki-laki,Software Engineer,23,2019-06-11,Jakarta Pusat
17,Laki-laki,Software Engineer,23,2019-06-12,Kota Depok
17,Laki-laki,Software Engineer,23,2019-06-13,Kota Yogyakarta
17,Laki-laki,Software Engineer,23,2019-06-14,Jakarta Pusat
17,Laki-laki,Software Engineer,23,2019-06-15,Kota Tangerang
18,Laki-laki,Software Engineer,23,2019-05-21,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-05-22,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-05-23,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-05-24,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-05-25,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-05-26,Kabupaten Tangerang
18,Laki-laki,Software Engineer,23,2019-05-27,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-05-28,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-05-29,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-05-30,Kota Semarang
18,Laki-laki,Software Engineer,23,2019-05-31,Kota Semarang
18,Laki-laki,Software Engineer,23,2019-06-01,Kota Semarang
18,Laki-laki,Software Engineer,23,2019-06-02,Kabupaten Kebumen
18,Laki-laki,Software Engineer,23,2019-06-03,Kota Semarang
18,Laki-laki,Software Engineer,23,2019-06-04,Kota Semarang
18,Laki-laki,Software Engineer,23,2019-06-05,Kota Semarang
18,Laki-laki,Software Engineer,23,2019-06-06,Kota Semarang
18,Laki-laki,Software Engineer,23,2019-06-07,Kota Semarang
18,Laki-laki,Software Engineer,23,2019-06-08,Kabupaten Kebumen
18,Laki-laki,Software Engineer,23,2019-06-09,Kota Semarang
18,Laki-laki,Software Engineer,23,2019-06-10,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-06-11,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-06-12,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-06-13,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-06-14,Jakarta Barat
18,Laki-laki,Software Engineer,23,2019-06-15,Jakarta Barat
19,Laki-laki,Customer Service,31,2019-05-21,Kabupaten Tangerang
19,Laki-laki,Customer Service,31,2019-05-22,Kabupaten Tangerang
19,Laki-laki,Customer Service,31,2019-05-23,Kabupaten Tangerang
19,Laki-laki,Customer Service,31,2019-05-24,Kabupaten Tangerang
19,Laki-laki,Customer Service,31,2019-05-25,Kabupaten Tangerang
19,Laki-laki,Customer Service,31,2019-05-26,Kabupaten Tangerang
19,Laki-laki,Customer Service,31,2019-05-27,Kabupaten Tasikmalaya
19,Laki-laki,Customer Service,31,2019-05-28,Kota Tangerang
19,Laki-laki,Customer Service,31,2019-05-29,Kota Bandar Lampung
19,Laki-laki,Customer Service,31,2019-05-30,Kota Medan
19,Laki-laki,Customer Service,31,2019-05-31,Kota Bogor
19,Laki-laki,Customer Service,31,2019-06-01,Kota Yogyakarta
19,Laki-laki,Customer Service,31,2019-06-02,Kota Bandar Lampung
19,Laki-laki,Customer Service,31,2019-06-03,Kota Bandar Lampung
19,Laki-laki,Customer Service,31,2019-06-04,Kota Yogyakarta
19,Laki-laki,Customer Service,31,2019-06-05,Kota Yogyakarta
19,Laki-laki,Customer Service,31,2019-06-06,Kota Yogyakarta
19,Laki-laki,Customer Service,31,2019-06-07,Kota Yogyakarta
19,Laki-laki,Customer Service,31,2019-06-08,Kota Bandar Lampung
19,Laki-laki,Customer Service,31,2019-06-09,Kota Medan
19,Laki-laki,Customer Service,31,2019-06-10,Kota Bandar Lampung
19,Laki-laki,Customer Service,31,2019-06-11,Kabupaten Tangerang
19,Laki-laki,Customer Service,31,2019-06-12,Kabupaten Tangerang
19,Laki-laki,Customer Service,31,2019-06-13,Kabupaten Tangerang
19,Laki-laki,Customer Service,31,2019-06-14,Kabupaten Tangerang
19,Laki-laki,Customer Service,31,2019-06-15,Kabupaten Tangerang
20,Perempuan,Customer Service,23,2019-05-21,Kota Bogor
20,Perempuan,Customer Service,23,2019-05-22,Jakarta Selatan
20,Perempuan,Customer Service,23,2019-05-23,Kota Bogor
20,Perempuan,Customer Service,23,2019-05-24,Kabupaten Wonogiri
20,Perempuan,Customer Service,23,2019-05-25,Kota Bekasi
20,Perempuan,Customer Service,23,2019-05-26,Kota Manado
20,Perempuan,Customer Service,23,2019-05-27,Kota Bogor
20,Perempuan,Customer Service,23,2019-05-28,Kota Bandung
20,Perempuan,Customer Service,23,2019-05-29,Kabupaten Bogor
20,Perempuan,Customer Service,23,2019-05-30,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-05-31,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-06-01,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-06-02,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-06-03,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-06-04,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-06-05,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-06-06,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-06-07,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-06-08,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-06-09,Kabupaten Lampung Selatan
20,Perempuan,Customer Service,23,2019-06-10,Kabupaten Bogor
20,Perempuan,Customer Service,23,2019-06-11,Kota Bekasi
20,Perempuan,Customer Service,23,2019-06-12,Kabupaten Wonogiri
20,Perempuan,Customer Service,23,2019-06-13,Kota Bogor
20,Perempuan,Customer Service,23,2019-06-14,Jakarta Selatan
20,Perempuan,Customer Service,23,2019-06-15,Kota Bogor
21,Laki-laki,Software Engineer,30,2019-05-21,Jakarta Pusat
21,Laki-laki,Software Engineer,30,2019-05-22,Jakarta Pusat
21,Laki-laki,Software Engineer,30,2019-05-23,Jakarta Pusat
21,Laki-laki,Software Engineer,30,2019-05-24,Jakarta Pusat
21,Laki-laki,Software Engineer,30,2019-05-25,Jakarta Pusat
21,Laki-laki,Software Engineer,30,2019-05-26,Jakarta Pusat
21,Laki-laki,Software Engineer,30,2019-05-27,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-05-28,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-05-29,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-05-30,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-05-31,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-01,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-02,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-03,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-04,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-05,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-06,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-07,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-08,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-09,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-10,Kota Bandung
21,Laki-laki,Software Engineer,30,2019-06-11,Jakarta Pusat
21,Laki-laki,Software Engineer,30,2019-06-12,Jakarta Pusat
21,Laki-laki,Software Engineer,30,2019-06-13,Jakarta Pusat
21,Laki-laki,Software Engineer,30,2019-06-14,Jakarta Pusat
21,Laki-laki,Software Engineer,30,2019-06-15,Jakarta Pusat
22,Laki-laki,Customer Service,35,2019-05-21,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-05-22,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-05-23,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-05-24,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-05-25,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-05-26,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-05-27,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-05-28,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-05-29,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-05-30,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-05-31,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-01,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-02,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-03,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-04,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-05,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-06,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-07,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-08,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-09,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-10,Kota Bandar Lampung
22,Laki-laki,Customer Service,35,2019-06-11,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-06-12,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-06-13,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-06-14,Kota Tangerang
22,Laki-laki,Customer Service,35,2019-06-15,Kota Tangerang
23,Perempuan,Software Engineer,34,2019-05-21,Kabupaten Bogor
23,Perempuan,Software Engineer,34,2019-05-22,Kabupaten Bogor
23,Perempuan,Software Engineer,34,2019-05-23,Kabupaten Bogor
23,Perempuan,Software Engineer,34,2019-05-24,Kabupaten Bogor
23,Perempuan,Software Engineer,34,2019-05-25,Kabupaten Bogor
23,Perempuan,Software Engineer,34,2019-05-26,Jakarta Pusat
23,Perempuan,Software Engineer,34,2019-05-27,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-05-28,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-05-29,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-05-30,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-05-31,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-01,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-02,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-03,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-04,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-05,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-06,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-07,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-08,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-09,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-10,Kabupaten Wonogiri
23,Perempuan,Software Engineer,34,2019-06-11,Kabupaten Bogor
23,Perempuan,Software Engineer,34,2019-06-12,Kabupaten Bogor
23,Perempuan,Software Engineer,34,2019-06-13,Kabupaten Bogor
23,Perempuan,Software Engineer,34,2019-06-14,Kabupaten Bogor
23,Perempuan,Software Engineer,34,2019-06-15,Kabupaten Bogor
24,Laki-laki,Software Engineer,28,2019-05-21,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-05-22,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-05-23,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-05-24,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-05-25,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-05-26,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-05-27,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-05-28,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-05-29,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-05-30,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-05-31,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-06-01,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-06-02,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-06-03,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-06-04,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-06-05,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-06-06,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-06-07,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-06-08,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-06-09,Kabupaten Tasikmalaya
24,Laki-laki,Software Engineer,28,2019-06-10,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-06-11,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-06-12,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-06-13,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-06-14,Kota Bogor
24,Laki-laki,Software Engineer,28,2019-06-15,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-21,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-22,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-23,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-24,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-25,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-26,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-27,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-28,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-29,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-30,Kota Bogor
25,Perempuan,Data Engineer,32,2019-05-31,Kabupaten Tangerang
25,Perempuan,Data Engineer,32,2019-06-01,Kota Yogyakarta
25,Perempuan,Data Engineer,32,2019-06-02,Kota Yogyakarta
25,Perempuan,Data Engineer,32,2019-06-03,Kota Yogyakarta
25,Perempuan,Data Engineer,32,2019-06-04,Kota Yogyakarta
25,Perempuan,Data Engineer,32,2019-06-05,Kota Yogyakarta
25,Perempuan,Data Engineer,32,2019-06-06,Kota Yogyakarta
25,Perempuan,Data Engineer,32,2019-06-07,Kota Yogyakarta
25,Perempuan,Data Engineer,32,2019-06-08,Kota Yogyakarta
25,Perempuan,Data Engineer,32,2019-06-09,Kota Bogor
25,Perempuan,Data Engineer,32,2019-06-10,Kota Bogor
25,Perempuan,Data Engineer,32,2019-06-11,Kota Bogor
25,Perempuan,Data Engineer,32,2019-06-12,Kota Bogor
25,Perempuan,Data Engineer,32,2019-06-13,Kota Bogor
25,Perempuan,Data Engineer,32,2019-06-14,Kota Bogor
25,Perempuan,Data Engineer,32,2019-06-15,Kota Bogor
26,Laki-laki,Business Intelligence,34,2019-05-21,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-05-22,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-05-23,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-05-24,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-05-25,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-05-26,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-05-27,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-05-28,Kota Bekasi
26,Laki-laki,Business Intelligence,34,2019-05-29,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-05-30,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-05-31,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-01,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-02,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-03,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-04,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-05,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-06,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-07,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-08,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-09,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-10,Kabupaten Sleman
26,Laki-laki,Business Intelligence,34,2019-06-11,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-06-12,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-06-13,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-06-14,Jakarta Utara
26,Laki-laki,Business Intelligence,34,2019-06-15,Jakarta Utara
27,Perempuan,Data Science,34,2019-05-21,Kota Bekasi
27,Perempuan,Data Science,34,2019-05-22,Kota Bekasi
27,Perempuan,Data Science,34,2019-05-23,Kota Bekasi
27,Perempuan,Data Science,34,2019-05-24,Kota Bekasi
27,Perempuan,Data Science,34,2019-05-25,Kota Bekasi
27,Perempuan,Data Science,34,2019-05-26,Kota Bekasi
27,Perempuan,Data Science,34,2019-05-27,Kota Bekasi
27,Perempuan,Data Science,34,2019-05-28,Kota Bekasi
27,Perempuan,Data Science,34,2019-05-29,Kota Bekasi
27,Perempuan,Data Science,34,2019-05-30,Kota Bekasi
27,Perempuan,Data Science,34,2019-05-31,Kota Tangerang
27,Perempuan,Data Science,34,2019-06-01,Kota Padang
27,Perempuan,Data Science,34,2019-06-02,Kota Padang
27,Perempuan,Data Science,34,2019-06-03,Kota Padang
27,Perempuan,Data Science,34,2019-06-04,Kota Padang
27,Perempuan,Data Science,34,2019-06-05,Kota Padang
27,Perempuan,Data Science,34,2019-06-06,Kota Padang
27,Perempuan,Data Science,34,2019-06-07,Kota Padang
27,Perempuan,Data Science,34,2019-06-08,Kota Padang
27,Perempuan,Data Science,34,2019-06-09,Kota Bekasi
27,Perempuan,Data Science,34,2019-06-10,Kota Bekasi
27,Perempuan,Data Science,34,2019-06-11,Kota Bekasi
27,Perempuan,Data Science,34,2019-06-12,Kota Bekasi
27,Perempuan,Data Science,34,2019-06-13,Kota Bekasi
27,Perempuan,Data Science,34,2019-06-14,Kota Bekasi
27,Perempuan,Data Science,34,2019-06-15,Kota Bekasi
28,Laki-laki,Customer Service,34,2019-05-21,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-05-22,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-05-23,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-05-24,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-05-25,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-05-26,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-05-27,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-05-28,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-05-29,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-05-30,Jakarta Selatan
28,Laki-laki,Customer Service,34,2019-05-31,Jakarta Selatan
28,Laki-laki,Customer Service,34,2019-06-01,Jakarta Selatan
28,Laki-laki,Customer Service,34,2019-06-02,Jakarta Selatan
28,Laki-laki,Customer Service,34,2019-06-03,Kabupaten Kebumen
28,Laki-laki,Customer Service,34,2019-06-04,Kabupaten Kebumen
28,Laki-laki,Customer Service,34,2019-06-05,Kabupaten Kebumen
28,Laki-laki,Customer Service,34,2019-06-06,Kabupaten Kebumen
28,Laki-laki,Customer Service,34,2019-06-07,Kabupaten Kebumen
28,Laki-laki,Customer Service,34,2019-06-08,Jakarta Selatan
28,Laki-laki,Customer Service,34,2019-06-09,Jakarta Selatan
28,Laki-laki,Customer Service,34,2019-06-10,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-06-11,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-06-12,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-06-13,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-06-14,Kota Tangerang
28,Laki-laki,Customer Service,34,2019-06-15,Kota Tangerang
29,Laki-laki,Business Intelligence,32,2019-05-21,Kabupaten Bogor
29,Laki-laki,Business Intelligence,32,2019-05-22,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-05-23,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-05-24,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-05-25,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-05-26,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-05-27,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-05-28,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-05-29,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-05-30,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-05-31,Kota Tangerang
29,Laki-laki,Business Intelligence,32,2019-06-01,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-06-02,Kabupaten Sleman
29,Laki-laki,Business Intelligence,32,2019-06-03,Kabupaten Sleman
29,Laki-laki,Business Intelligence,32,2019-06-04,Kabupaten Sleman
29,Laki-laki,Business Intelligence,32,2019-06-05,Kabupaten Sleman
29,Laki-laki,Business Intelligence,32,2019-06-06,Kabupaten Sleman
29,Laki-laki,Business Intelligence,32,2019-06-07,Kabupaten Sleman
29,Laki-laki,Business Intelligence,32,2019-06-08,Kabupaten Sleman
29,Laki-laki,Business Intelligence,32,2019-06-09,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-06-10,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-06-11,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-06-12,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-06-13,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-06-14,Jakarta Pusat
29,Laki-laki,Business Intelligence,32,2019-06-15,Kabupaten Bogor
30,Laki-laki,Software Engineer,25,2019-05-21,Kota Depok
30,Laki-laki,Software Engineer,25,2019-05-22,Kota Depok
30,Laki-laki,Software Engineer,25,2019-05-23,Kota Depok
30,Laki-laki,Software Engineer,25,2019-05-24,Kota Depok
30,Laki-laki,Software Engineer,25,2019-05-25,Kota Depok
30,Laki-laki,Software Engineer,25,2019-05-26,Kota Depok
30,Laki-laki,Software Engineer,25,2019-05-27,Kota Depok
30,Laki-laki,Software Engineer,25,2019-05-28,Kota Depok
30,Laki-laki,Software Engineer,25,2019-05-29,Kota Depok
30,Laki-laki,Software Engineer,25,2019-05-30,Kota Depok
30,Laki-laki,Software Engineer,25,2019-05-31,Kota Depok
30,Laki-laki,Software Engineer,25,2019-06-01,Kota Yogyakarta
30,Laki-laki,Software Engineer,25,2019-06-02,Kota Yogyakarta
30,Laki-laki,Software Engineer,25,2019-06-03,Kota Yogyakarta
30,Laki-laki,Software Engineer,25,2019-06-04,Kota Yogyakarta
30,Laki-laki,Software Engineer,25,2019-06-05,Kota Yogyakarta
30,Laki-laki,Software Engineer,25,2019-06-06,Kota Yogyakarta
30,Laki-laki,Software Engineer,25,2019-06-07,Kota Yogyakarta
30,Laki-laki,Software Engineer,25,2019-06-08,Kota Yogyakarta
30,Laki-laki,Software Engineer,25,2019-06-09,Kota Depok
30,Laki-laki,Software Engineer,25,2019-06-10,Kota Depok
30,Laki-laki,Software Engineer,25,2019-06-11,Kota Depok
30,Laki-laki,Software Engineer,25,2019-06-12,Kota Depok
30,Laki-laki,Software Engineer,25,2019-06-13,Kota Depok
30,Laki-laki,Software Engineer,25,2019-06-14,Kota Depok
30,Laki-laki,Software Engineer,25,2019-06-15,Kota Depok
31,Perempuan,Marketing,28,2019-05-21,Jakarta Timur
31,Perempuan,Marketing,28,2019-05-22,Jakarta Timur
31,Perempuan,Marketing,28,2019-05-23,Jakarta Timur
31,Perempuan,Marketing,28,2019-05-24,Jakarta Timur
31,Perempuan,Marketing,28,2019-05-25,Jakarta Timur
31,Perempuan,Marketing,28,2019-05-26,Jakarta Timur
31,Perempuan,Marketing,28,2019-05-27,Jakarta Timur
31,Perempuan,Marketing,28,2019-05-28,Jakarta Timur
31,Perempuan,Marketing,28,2019-05-29,Jakarta Timur
31,Perempuan,Marketing,28,2019-05-30,Jakarta Timur
31,Perempuan,Marketing,28,2019-05-31,Kota Bekasi
31,Perempuan,Marketing,28,2019-06-01,Kota Depok
31,Perempuan,Marketing,28,2019-06-02,Kota Manado
31,Perempuan,Marketing,28,2019-06-03,Kota Manado
31,Perempuan,Marketing,28,2019-06-04,Kota Manado
31,Perempuan,Marketing,28,2019-06-05,Kota Manado
31,Perempuan,Marketing,28,2019-06-06,Kota Manado
31,Perempuan,Marketing,28,2019-06-07,Kota Manado
31,Perempuan,Marketing,28,2019-06-08,Kota Manado
31,Perempuan,Marketing,28,2019-06-09,Jakarta Timur
31,Perempuan,Marketing,28,2019-06-10,Jakarta Timur
31,Perempuan,Marketing,28,2019-06-11,Jakarta Timur
31,Perempuan,Marketing,28,2019-06-12,Jakarta Timur
31,Perempuan,Marketing,28,2019-06-13,Jakarta Timur
31,Perempuan,Marketing,28,2019-06-14,Jakarta Timur
31,Perempuan,Marketing,28,2019-06-15,Jakarta Timur
32,Laki-laki,Software Engineer,30,2019-05-21,Kota Bekasi
32,Laki-laki,Software Engineer,30,2019-05-22,Kota Bekasi
32,Laki-laki,Software Engineer,30,2019-05-23,Kota Bekasi
32,Laki-laki,Software Engineer,30,2019-05-24,Kota Bekasi
32,Laki-laki,Software Engineer,30,2019-05-25,Kota Bekasi
32,Laki-laki,Software Engineer,30,2019-05-26,Kota Bekasi
32,Laki-laki,Software Engineer,30,2019-05-27,Kota Bekasi
32,Laki-laki,Software Engineer,30,2019-05-28,Kota Bekasi
32,Laki-laki,Software Engineer,30,2019-05-29,Kota Bandung
32,Laki-laki,Software Engineer,30,2019-05-30,Kota Bandung
32,Laki-laki,Software Engineer,30,2019-05-31,Kota Bandung
32,Laki-laki,Software Engineer,30,2019-06-01,Kota Bandung
32,Laki-laki,Software Engineer,30,2019-06-02,Kota Bandung
32,Laki-laki,Software Engineer,30,2019-06-03,Kota Bandung
